"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"theta",0.422083705476459,0.420490192425886,0.431857239561388,10000,0.95,0.243408858395208,0.612415317283589,0.5,20.73,0.45,0.55,61.84,28.37,9.79
